Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,distance_to_beach,distance_to_center,distance_to_airport,log_prices,log_area,log_floors,log_width,log_length,log_distance_to_beach,log_distance_to_center
5.6,69.0,Không,Nhà mặt tiền,Không có,6.0,11.0,4,16.0510925,108.2362391, Hoài Thanh,Mỹ An,ngũ hành sơn,1.9482630637014644,2.797804789928826,3.655947021739692,1.7227665977411035,4.23410650459726,1.3862943611198906,1.791759469228055,2.3978952727983707,0.6669382390707601,1.0288351060927636
1.6,30.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7.0,4.285714285714286,2,16.0751042,108.2073603, Trần Cao Vân,Tam Thuận,thanh khê,4.446100836465397,1.7687584978483872,2.042094465794425,0.47000362924573563,3.4011973816621555,0.6931471805599453,1.9459101490553132,1.455287232606842,1.4920274955514325,0.5702778868351202
8.5,160.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.5,15.0,1,16.068177,108.2392192, Dương Đình Nghệ,An Hải Bắc,sơn trà,0.9626007776598884,3.0974688974354536,4.095001816980483,2.1400661634962708,5.075173815233827,0.0,1.7047480922384253,2.70805020110221,-0.038116514239063794,1.1305852932876816
14.5,154.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,22.0,4,16.0733104,108.1609011, Nguyễn Sinh Sắc,Hòa Minh,liên chiểu,9.317777427811077,5.635235529476125,4.810533018334091,2.6741486494265287,5.0369526024136295,1.3862943611198906,1.9459101490553132,3.091042453358316,2.2319241268473657,1.7290389442182665
15.5,154.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,24.0,4,16.0733104,108.1609011, Nguyễn Sinh Sắc,Hòa Minh,liên chiểu,9.317777427811077,5.635235529476125,4.810533018334091,2.740840023925201,5.0369526024136295,1.3862943611198906,1.9459101490553132,3.1780538303479458,2.2319241268473657,1.7290389442182665
6.9,125.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,25.0,2,16.0844706,108.1395853, Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,11.752944290445406,8.183793836048054,7.392495166521861,1.9315214116032138,4.8283137373023015,0.6931471805599453,1.6094379124341003,3.2188758248682006,2.4641037871110143,2.1021558372333016
3.1,59.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.95,12.0,3,16.0415837,108.220051, Lê Cơ,Hòa Cường Bắc,hải châu,3.912726031985412,2.1939790931605527,2.540478376644113,1.1314021114911006,4.07753744390572,1.0986122886681098,1.599387576580599,2.4849066497880004,1.364234325951008,0.7857168327103495
3.95,59.0,Không,Nhà mặt tiền,Không có,7.681145747868608,7.681145747868608,1,16.0892153,108.218426, Nguyễn Đức Cảnh,Thuận Phước,hải châu,4.117622239100759,3.349533934441223,3.9219129367218986,1.3737155789130306,4.07753744390572,0.0,2.03876872195286,2.03876872195286,1.415275870328018,1.208821212110931
8.2,108.0,Không,Nhà trong hẻm,Không có,10.392304845413264,10.392304845413264,3,16.0564544,108.246868, Nguyễn Văn Thoại,Mỹ An,ngũ hành sơn,0.9363337754551556,3.786052256169158,4.730612171155757,2.1041341542702074,4.68213122712422,1.0986122886681098,2.34106561356211,2.34106561356211,-0.06578326836189709,1.331323855166563
4.2,5.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,2.23606797749979,2.23606797749979,4,16.0618161,108.2189515, Lê Đình Dương,Phước Ninh,hải châu,3.078761356998655,0.817560413771603,1.8154387032482908,1.4350845252893227,1.6094379124341003,1.3862943611198906,0.8047189562170503,0.8047189562170503,1.1245273592801244,-0.20143047830319968
6.0,85.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,17.0,3,16.030762,108.216298, Tiên Sơn,Hòa Cường,hải châu,5.044368433594546,3.23704728785464,3.270879222929267,1.791759469228055,4.442651256490317,1.0986122886681098,1.6094379124341003,2.833213344056216,1.6182724593673998,1.1746615833806968
3.35,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,15.984765,108.2145107, Phan Khôi,Hòa Xuân,cẩm lệ,9.545553870294672,8.294124844288719,8.117110365754215,1.208960345836975,4.605170185988092,0.6931471805599453,1.6094379124341003,2.995732273553991,2.2560754827644582,2.1155474140726978
2.76,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,1,15.9993734,108.2040821, Bàu Cầu 1,Xã Hòa Châu,hòa vang,8.613991430965068,6.720764664204211,6.402753577961591,1.0152306797290584,4.605170185988092,0.0,1.6094379124341003,2.995732273553991,2.1533877918514226,1.9052019373776479
3.4,67.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.8,16.0,2,16.0658149,108.2389006, Nguyễn Công Trứ,An Hải Đông,sơn trà,0.9309766536152076,2.995052110385181,3.992244118741639,1.2237754316221157,4.204692619390966,0.6931471805599453,1.33500106673234,2.772588722239781,-0.07152107869488963,1.0969616305429881
3.45,80.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,16.0,3,16.0697434,108.2399567, Chính Hữu,An Hải Bắc,sơn trà,0.9738073408449252,3.228426813619996,4.224089596492211,1.2383742310432684,4.382026634673881,1.0986122886681098,1.6094379124341003,2.772588722239781,-0.02654179691226279,1.1719949639781304
5.4,80.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,3,16.0987336,108.2452821, Mân Quang 16,Thọ Quang,sơn trà,3.75294031980426,5.625384796717499,6.472788654827335,1.6863989535702288,4.382026634673881,1.0986122886681098,1.6094379124341003,2.772588722239781,1.3225396180291795,1.7272893540560754
7.0,75.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.0,3,16.0697911,108.2343071, Tạ Mỹ Duật,An Hải Bắc,sơn trà,1.5170746870558458,2.6715193445662595,3.660437697494273,1.9459101490553132,4.31748811353631,1.0986122886681098,1.6094379124341003,2.70805020110221,0.41678393254659135,0.982647353477348
3.5,55.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.5,10.0,2,16.0529216,108.2359421, An Trung,An Hải Tây,sơn trà,1.815633566084517,2.7052322446288075,3.592365468497144,1.252762968495368,4.007333185232471,0.6931471805599453,1.7047480922384253,2.302585092994046,0.5964344790281547,0.9951877661466528
2.1,30.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,8.0,3,16.0911135,108.2430679, Ngô Quyền,Mân Thái,sơn trà,2.9411937676216247,4.839028836901054,5.723332137651914,0.7419373447293773,3.4011973816621555,1.0986122886681098,1.3862943611198906,2.0794415416798357,1.0788155423459893,1.5767140470620868
9.5,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,14.0,5,16.0702147,108.2389711, Phạm Văn Đồng,An Hải Bắc,sơn trà,1.0906378611559389,3.1486288459726324,4.142428444560325,2.2512917986064953,4.248495242049359,1.6094379124341003,1.6094379124341003,2.6390573296152584,0.08676271880302247,1.1469670710798425
3.25,53.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,13.24,1,16.0808589,108.2295667, Nại Tú,Nại Hiên Đông,sơn trà,2.612342008088002,3.0295995304891483,3.889639574438029,1.1786549963416462,3.970291913552122,0.0,1.3862943611198906,2.5832425505088623,0.9602471400892068,1.1084304426309008
5.6,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,5,16.0987336,108.2452821, Mân Quang 16,Thọ Quang,sơn trà,3.75294031980426,5.625384796717499,6.472788654827335,1.7227665977411035,4.605170185988092,1.6094379124341003,1.6094379124341003,2.995732273553991,1.3225396180291795,1.7272893540560754
5.0,81.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,18.0,3,16.0929062,108.2484832, Võ Duy Ninh,Thọ Quang,sơn trà,3.101851419860263,5.3914983589475565,6.295157134681375,1.6094379124341003,4.394449154672439,1.0986122886681098,1.5040773967762742,2.8903717578961645,1.1319991654319068,1.68482333496223
3.3,55.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.5,10.0,2,16.0529869,108.2362614, An Trung 5,An Hải Tây,sơn trà,1.787103666812025,2.7361279348655065,3.625293747491609,1.1939224684724346,4.007333185232471,0.6931471805599453,1.7047480922384253,2.302585092994046,0.5805962461410291,1.006543758486362
6.7,80.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,3,16.0812534,108.2439918, Trần Đức Thông,Phước Mỹ,sơn trà,1.8503049433706675,4.205677921879118,5.160142781054989,1.9021075263969205,4.382026634673881,1.0986122886681098,1.6094379124341003,2.772588722239781,0.6153504597609754,1.4364354984756533
4.45,30.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.4,5.8,3,16.0455449,108.2088093, 100 Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4.665431996031684,1.5917272805390188,1.4493582064363928,1.4929040961781488,3.4011973816621555,1.0986122886681098,1.6863989535702288,1.7578579175523736,1.5401804336628042,0.46481976655352564
5.5,135.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,27.0,2,16.0797779,108.2328641, Thế Lữ,An Hải Bắc,sơn trà,2.2765688949618164,3.179549243358565,4.083294626404856,1.7047480922384253,4.90527477843843,0.6931471805599453,1.6094379124341003,3.295836866004329,0.8226694388804812,1.156739439373457
3.9,85.0,Không,Nhà mặt tiền,Không có,9.219544457292889,9.219544457292889,1,16.0649884,108.1472612, Phạm Như Xương,Hòa Khánh Nam,liên chiểu,10.730735591155147,6.913918318123646,5.990392574808645,1.3609765531356006,4.442651256490317,0.0,2.2213256282451583,2.2213256282451583,2.373112108920539,1.933536527446952
2.8,96.0,Đông Nam,Nhà trong hẻm,Không có,9.797958971132712,9.797958971132712,2,16.0844706,108.1395853, Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,11.752944290445406,8.183793836048054,7.392495166521861,1.0296194171811581,4.564348191467836,0.6931471805599453,2.282174095733918,2.282174095733918,2.4641037871110143,2.1021558372333016
5.0,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,15.0,2,16.0633931,108.2362933, Lương Thế Vinh,An Hải Đông,sơn trà,1.215663852331567,2.669815913127641,3.662582500898097,1.6094379124341003,4.0943445622221,0.6931471805599453,1.3862943611198906,2.70805020110221,0.1952903081008322,0.9820095236411043
2.7,83.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.3,19.3,3,16.0935949,108.2440473, Ngô Quyền,Thọ Quang,sơn trà,3.198464522934567,5.110604122891855,5.984028580290678,0.9932517730102834,4.418840607796598,1.0986122886681098,1.4586150226995167,2.9601050959108397,1.1626708580643204,1.6313176208856446
3.7,79.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,8.888194417315589,8.888194417315589,2,16.0545048,108.2401907, Nguyễn Văn Thoại,An Hải Đông,sơn trà,1.3930607655585696,3.107784821737904,4.026584164349606,1.308332819650179,4.3694478524670215,0.6931471805599453,2.1847239262335107,2.1847239262335107,0.3315033159270643,1.1339101964335765
6.4,8.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.2,16.0,2,16.0820251,108.2300262, Tô Hiến Thành,An Hải Đông,sơn trà,2.6665123703557176,3.160920416369082,4.013301066488179,1.8562979903656263,2.0794415416798357,0.6931471805599453,1.6486586255873816,2.772588722239781,0.9807713902211014,1.1508632561905314
12.0,74.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,14.8,3,16.0521384,108.2474796, Đỗ Bá,Mỹ An,ngũ hành sơn,1.411121737773662,3.924245951483339,4.828178435064609,2.4849066497880004,4.30406509320417,1.0986122886681098,1.6094379124341003,2.6946271807700692,0.3443849468057153,1.3671742185063005
4.1,43.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,11.0,4,16.0651121,108.2111701, Hùng Vương,Vĩnh Trung,thanh khê,3.892570365243455,0.6047946017099922,1.2614865291769353,1.410986973710262,3.7612001156935624,1.3862943611198906,1.3862943611198906,2.3978952727983707,1.3590697016964626,-0.502866379900709
3.2,46.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,6.782329983125268,6.782329983125268,3,16.071571,108.2093029, Hải Phòng,Tân Chính,thanh khê,4.158460823571589,1.3409808363383553,1.7399107862228058,1.1631508098056809,3.828641396489095,1.0986122886681098,1.9143206982445475,1.9143206982445475,1.4251450114746276,0.2934013136220054
3.85,5.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.7,14.0,3,16.0751042,108.2073603, 222 Trần Cao Vân,Tam Thuận,thanh khê,4.446100836465397,1.7687584978483872,2.042094465794425,1.3480731482996928,1.6094379124341003,1.0986122886681098,1.308332819650179,2.6390573296152584,1.4920274955514325,0.5702778868351202
16.0,105.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,21.0,3,16.0646701,108.2315971, Triệu Việt Vương,An Hải Tây,sơn trà,1.706985375059405,2.205896726564073,3.203715692992408,2.772588722239781,4.653960350157523,1.0986122886681098,1.6094379124341003,3.044522437723423,0.5347288761478362,0.7911341049412995
11.9,95.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.3,17.8,4,16.0454541,108.2183326, Tiểu La,Hòa Cường Bắc,hải châu,3.7946500027329617,1.727962675696051,2.122527554680222,2.4765384001174837,4.553876891600541,1.3862943611198906,1.667706820558076,2.8791984572980396,1.3335921807007063,0.5469430704356534
4.7,11.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.2,26.7,2,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,3.388998407675905,0.6982315253644558,1.5535481531126378,1.547562508716013,2.3978952727983707,0.6931471805599453,1.4350845252893227,3.2846635654062037,1.2205344227740824,-0.35920453298958127
4.9,56.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,14.0,1,16.067252,108.2404802, Phạm Tu,An Hải Bắc,sơn trà,0.8002017076055575,3.1978921444979025,4.19583187152183,1.589235205116581,4.02535169073515,0.0,1.3862943611198906,2.6390573296152584,-0.22289144858782575,1.1624918879199233
15.0,117.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,23.36,3,16.0523611,108.2448585, Phan Tôn,Mỹ An,ngũ hành sơn,1.4160249772396312,3.645106966700943,4.546749938999725,2.70805020110221,4.762173934797756,1.0986122886681098,1.6094379124341003,3.151025157960026,0.34785363440948236,1.2933857111756952
5.2,130.0,Không,Nhà mặt tiền,Không có,11.40175425099138,11.40175425099138,3,15.9999497,108.2153837, Mẹ Thứ,Hòa Xuân,cẩm lệ,7.968118372425422,6.620244977365063,6.48170658558846,1.6486586255873816,4.867534450455582,1.0986122886681098,2.433767225227791,2.433767225227791,2.0754483761490343,1.8901323749084942
4.3,10.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,6.25,16.0,1,16.0597301,108.2380867, Lê Hữu Trác,An Hải Đông,sơn trà,1.1623612636964813,2.8296940641110613,3.800378224485008,1.4586150226995167,2.302585092994046,0.0,1.8325814637483102,2.772588722239781,0.1504535083006348,1.0401686012570324
12.0,90.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,6,16.0415125,108.2168663, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4.179916992431663,2.085174410270329,2.308567931315352,2.4849066497880004,4.499809670330265,1.791759469228055,1.6094379124341003,2.995732273553991,1.4302913880695498,0.734852501762048
5.3,70.0,Đông,Nhà trong hẻm,Không có,5.0,14.0,2,16.0614405,108.2329761, Đông Giang,An Hải Tây,sơn trà,1.6053198904577066,2.291260145068444,3.276823363851232,1.667706820558076,4.248495242049359,0.6931471805599453,1.6094379124341003,2.6390573296152584,0.4733230454190301,0.8291019479059771
7.8,78.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.4,14.5,3,16.0529886,108.2345553, Nguyễn Thiếp,An Hải Tây,sơn trà,1.915083784211961,2.560774681110744,3.4443161421888924,2.0541237336955462,4.356708826689592,1.0986122886681098,1.6863989535702288,2.6741486494265287,0.6497613732222542,0.9403098225232421
27.0,86.85547250981791,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,40.0,6,16.0549869,108.2460125, Trần Bạch Đằng,Phước Mỹ,sơn trà,1.1081477786808036,3.7140758509907896,4.644896307572806,3.295836866004329,4.464245501753445,1.791759469228055,1.6094379124341003,3.6888794541139363,0.10268995369218921,1.3121298857135641
10.5,171.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.7,30.0,5,16.021945,108.2518963, K20,Khuê Mỹ,ngũ hành sơn,4.77499564283181,5.998354100113547,6.556728510348353,2.3513752571634776,5.14166355650266,1.6094379124341003,1.7404661748405046,3.4011973816621555,1.5633930614363212,1.791485114948619
7.5,100.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.3,23.3,1,16.062065,108.2385378, Võ Văn Kiệt,An Hải Đông,sơn trà,1.0135834262046997,2.8901575237059527,3.875742111356332,2.0149030205422647,4.605170185988092,0.0,1.4586150226995167,3.1484533605716547,0.013491998475064212,1.061311007111565
17.5,100.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,5,16.0838107,108.2288742, Trần Hưng Đạo,Nại Hiên Đông,sơn trà,2.8941308758750672,3.246305368888519,4.06496279358432,2.8622008809294686,4.605170185988092,1.6094379124341003,1.6094379124341003,2.995732273553991,1.0626848503640416,1.1775175401107492
5.0,65.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,16.0,1,16.0658028,108.240877, Bùi Hữu Nghĩa,Phước Mỹ,sơn trà,0.7209700916994557,3.2010748402507283,4.197628543726057,1.6094379124341003,4.174387269895637,0.0,1.3862943611198906,2.772588722239781,-0.32715762425042644,1.1634866409864293
7.9,100.0,Tây Nam,Nhà mặt tiền,Không có,5.0,20.0,3,16.0389363,108.2382735, Mỹ An,Mỹ An,ngũ hành sơn,3.0386919086640685,3.658345633368719,4.3140932215585295,2.066862759472976,4.605170185988092,1.0986122886681098,1.6094379124341003,2.995732273553991,1.111427129612836,1.297011032483934
14.3,167.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,6.3,25.1,2,16.0525253,108.2393218, An Thượng 21,Mỹ An,ngũ hành sơn,1.627001951149624,3.065483431357197,3.956639445365621,2.6602595372658615,5.117993812416755,0.6931471805599453,1.840549633397487,3.2228678461377385,0.48673902746766545,1.1202052833314917
3.9,56.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.5,16.0,1,16.0517453,108.2414829, Trần Khánh Dư,Mỹ An,ngũ hành sơn,1.5928399810472624,3.311256531517312,4.197586556315211,1.3609765531356006,4.02535169073515,0.0,1.252762968495368,2.772588722239781,0.4655185745623538,1.1973277341253565
5.0,5.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,10.5,1,16.0563807,108.2414241, Thủ Khoa Huân,An Hải Đông,sơn trà,1.1472477857223828,3.207488905914067,4.1483732811198815,1.6094379124341003,1.6094379124341003,0.0,1.6094379124341003,2.3513752571634776,0.1373658442167509,1.1654883587063702
7.5,100.0,Tây Nam,Nhà trong hẻm,Không có,4.3,23.3,1,16.062065,108.2385378, Võ Văn Kiệt,An Hải Đông,sơn trà,1.0135834262046997,2.8901575237059527,3.875742111356332,2.0149030205422647,4.605170185988092,0.0,1.4586150226995167,3.1484533605716547,0.013491998475064212,1.061311007111565
3.15,53.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,10.5,1,16.0529216,108.2359421, An Trung 8,An Hải Tây,sơn trà,1.815633566084517,2.7052322446288075,3.592365468497144,1.1474024528375417,3.970291913552122,0.0,1.6094379124341003,2.3513752571634776,0.5964344790281547,0.9951877661466528
4.7,11.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.2,26.0,2,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,3.388998407675905,0.6982315253644558,1.5535481531126378,1.547562508716013,2.3978952727983707,0.6931471805599453,1.4350845252893227,3.258096538021482,1.2205344227740824,-0.35920453298958127
26.0,11.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,25.0,6,16.0732065,108.220864, Nguyễn Chí Thanh,Hải Châu I,hải châu,2.999837999439496,1.794145460876669,2.63103247975902,3.258096538021482,2.3978952727983707,1.791759469228055,1.5040773967762742,3.2188758248682006,1.0985582870232125,0.5845288422207
7.5,106.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.3,23.3,1,16.062065,108.2385378, Võ Văn Kiệt,An Hải Đông,sơn trà,1.0135834262046997,2.8901575237059527,3.875742111356332,2.0149030205422647,4.663439094112067,0.0,1.4586150226995167,3.1484533605716547,0.013491998475064212,1.061311007111565
5.9,55.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,6.27,8.84,1,16.0558059,108.2394047, Nguyễn Duy Hiệu,An Hải Đông,sơn trà,1.3303826767591258,3.001292863866758,3.9343632027656974,1.7749523509116738,4.007333185232471,0.0,1.8357763546448294,2.179286876649552,0.2854666277347808,1.0990431504560898
6.5,88.0,Không,Nhà mặt tiền,Không có,5.0,17.6,3,16.0344668,108.2218176, Tiên Sơn 10,Hòa Cường Nam,hải châu,4.3491972802834615,2.9935709854807127,3.2463015028634272,1.8718021769015913,4.477336814478207,1.0986122886681098,1.6094379124341003,2.8678989020441064,1.4699912948040645,1.0964669843076322
15.8,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,14.0,4,16.0521384,108.2474796, Đỗ Bá,Mỹ An,ngũ hành sơn,1.411121737773662,3.924245951483339,4.828178435064609,2.760009940032921,4.248495242049359,1.3862943611198906,1.6094379124341003,2.6390573296152584,0.3443849468057153,1.3671742185063005
13.8,183.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,37.0,2,16.0608258,108.1610384, Tôn Đức Thắng,Hòa Khánh Nam,liên chiểu,9.267589447714563,5.416185813557733,4.4720719813394,2.624668592163159,5.209486152841421,0.6931471805599453,1.5040773967762742,3.6109179126442243,2.226523307759276,1.689391843285442
3.75,75.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,8.660254037844387,8.660254037844387,2,16.0754406,108.2318224, Hoàng Sĩ Khải,An Hải Bắc,sơn trà,2.0480252617661643,2.776657224259516,3.714769311962832,1.3217558399823195,4.31748811353631,0.6931471805599453,2.1587440567681555,2.1587440567681555,0.7168760419479476,1.0212477668780344
7.5,87.0,Nam,Nhà mặt tiền,Không có,6.3,15.0,3,16.0309023,108.2296002, Nguyễn Sơn,Hòa Cường Nam,hải châu,4.223093007670019,3.718095161509701,4.097259554630439,2.0149030205422647,4.465908118654584,1.0986122886681098,1.840549633397487,2.70805020110221,1.4405677997845865,1.313211483783357
4.5,11.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.2,26.0,2,16.0562861,108.217152, Hoàng Diệu,Bình Thuận,hải châu,3.388998407675905,0.6982315253644558,1.5535481531126378,1.5040773967762742,2.3978952727983707,0.6931471805599453,1.4350845252893227,3.258096538021482,1.2205344227740824,-0.35920453298958127
5.6,75.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.0,3,16.0751789,108.1679273, Phú Lộc 1,Hòa Minh,liên chiểu,8.59498877658454,4.982443497400573,4.215004192479677,1.7227665977411035,4.31748811353631,1.0986122886681098,1.6094379124341003,2.70805020110221,2.15117933302646,1.6059204328298895
16.5,70.0,Không,Nhà mặt tiền,Không có,7.5,18.0,2,16.0328988,108.2408958, Nguyễn Lữ,Khuê Mỹ,ngũ hành sơn,3.6110114063085934,4.309685716254744,4.896792179558326,2.803360380906535,4.248495242049359,0.6931471805599453,2.0149030205422647,2.8903717578961645,1.2839879010575967,1.4608649817944164
3.3,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,2,16.0627144,108.1619956, Mộc Bài 1,Hòa Minh,liên chiểu,9.157370814346026,5.322918172090456,4.394074405384682,1.1939224684724346,4.499809670330265,0.6931471805599453,1.6094379124341003,2.8903717578961645,2.2145591084838054,1.6720216815551703
2.65,44.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.6332495807108,6.6332495807108,2,16.0751042,108.2073603, Trần Cao Vân,Tam Thuận,thanh khê,4.446100836465397,1.7687584978483872,2.042094465794425,0.9745596399981308,3.784189633918261,0.6931471805599453,1.8920948169591305,1.8920948169591305,1.4920274955514325,0.5702778868351202
6.7,90.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,9.0,10.0,3,16.0852287,108.2444503, Lê Văn Thứ,Mân Thái,sơn trà,2.2749333059299697,4.508300564383235,5.440273863116927,1.9021075263969205,4.499809670330265,1.0986122886681098,2.1972245773362196,2.302585092994046,0.8219507358984506,1.505920267509347
4.5,110.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,22.0,2,15.9917185,108.2560548, Quán Khái 3,Hòa Hải,ngũ hành sơn,8.148114211856878,8.895345220688533,9.229390233520451,1.5040773967762742,4.700480365792417,0.6931471805599453,1.6094379124341003,3.091042453358316,2.0977865154308852,2.1855281310098262
8.3,115.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,25.55555555555556,2,16.0404694,108.2209616, Hàn Thuyên,Hòa Cường Bắc,hải châu,3.923874706317377,2.3467167350895424,2.6959151556381533,2.1162555148025524,4.74493212836325,0.6931471805599453,1.5040773967762742,3.240854731586976,1.367079611100929,0.8530172172498899
83.0,170.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.5,24.0,2,16.0693686,108.2250334, Bạch Đằng,Hải Châu I,hải châu,2.459543293465843,1.7905561800065912,2.745247382688979,4.418840607796598,5.135798437050262,0.6931471805599453,1.8718021769015913,3.1780538303479458,0.8999756796459429,0.5825262866782088
7.1,118.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.862780491200215,10.862780491200215,3,16.0943304,108.227211, Dương Lâm,Nại Hiên Đông,sơn trà,3.917695595687666,4.182055820616124,4.874808218172202,1.9600947840472698,4.770684624465665,1.0986122886681098,2.3853423122328326,2.3853423122328326,1.3655036227030253,1.4308029487452234
5.2,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,2,16.0901971,108.2417282, Dã Tượng,Mân Thái,sơn trà,2.8688569449998376,4.66661947405639,5.548639924213576,1.6486586255873816,4.499809670330265,0.6931471805599453,1.5040773967762742,2.995732273553991,1.053913673434638,1.5404349281938132
7.6,78.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.7,14.0,3,16.0347762,108.217907, Lê Thị Hồng Gấm,Hòa Cường Nam,hải châu,4.600617116849255,2.8346870991995337,2.971038187331273,2.028148247292285,4.356708826689592,1.0986122886681098,1.7404661748405046,2.6390573296152584,1.5261904503337544,1.041931560435705
10.0,6.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,1.3333333333333333,3,16.0596622,108.2121322, Đỗ Quang,Vĩnh Trung,thanh khê,3.833504767302232,0.0524890094715491,1.0484830818026558,2.302585092994046,1.791759469228055,1.0986122886681098,1.5040773967762742,0.28768207245178085,1.3437794676060302,-2.9471514746990115
8.6,9.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.6,1.956521739130435,3,16.0799244,108.2299782, Lê Phụng Hiểu,An Hải Bắc,sơn trà,2.510395271617619,2.9790885910567617,3.854134818026997,2.151762203259462,2.1972245773362196,1.0986122886681098,1.5260563034950492,0.6711682738411702,0.9204402194773378,1.0916174118108715
