price,area,road_width,floors,bedroom,loc,garage
47.5,47.0,27.0,5.0,4.0,"Đường Trần Hưng Đạo, Phường Nại Hiên Đông, Quận Sơn Trà,",1
12.3,75.0,10.0,3.0,3.0,"Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu,",0
11.5,88.0,75.0,4.0,4.0,"Đường Dương Đình Nghệ, Phường An Hải Bắc, Quận Sơn Trà,",1
4.8,60.0,55.0,2.0,3.0,"Đường Lê Thị Hồng Gấm, Phường Hòa Cường Nam, Quận Hải Châu,",1
5.65,55.0,6.0,3.0,3.0,"Đường Cô Bắc, Phường Hải Châu II, Quận Hải Châu,",1
20.0,13.0,55.0,8.0,20.0,"Đường Mỹ An 4, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,",1
20.0,131.0,5.0,8.0,20.0,"Đường Mỹ An 4, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
7.6,98.0,7.0,2.0,3.0,"Đường Bùi Thị Xuân, Phường An Hải Tây, Quận Sơn Trà,",0
22.5,160.0,10.0,6.0,14.0,"Đường Hồ Nghinh, Phường Phước Mỹ, Quận Sơn Trà,",0
20.0,30.0,10.0,3.0,5.0,"Đường Chương Dương, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
14.0,115.0,10.0,5.0,8.0,"Đường Mỹ Đa Đông 12, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
3.65,50.0,55.0,3.0,2.0,"Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê,",1
16.5,73.0,11.0,8.0,7.0,"Đường Chính Hữu, Phường Phước Mỹ, Quận Sơn Trà,",1
3.499,15.0,55.0,2.0,2.0,"Đường Cẩm Nam 7, Phường Hòa Xuân, Quận Cẩm Lệ,",1
23.5,130.0,75.0,3.0,3.0,"Đường Dương Đình Nghệ, Phường Phước Mỹ, Quận Sơn Trà,",1
3.6,70.0,4.0,3.0,3.0,"Đường Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê,",0
8.5,101.0,75.0,1.0,1.0,"Đường Trần Văn Dư, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
5.5,98.0,10.0,1.0,3.0,"Đường Dương Thị Xuân Quý, Phường Mỹ An, Quận Ngũ Hành Sơn,",1
5.1,49.0,10.0,3.0,4.0,"Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê,",1
4.19,64.0,75.0,4.0,4.0,"Đường Nguyễn Như Hạnh, Phường Hòa Minh, Quận Liên Chiểu,",1
5.79,75.0,55.0,3.0,4.0,"Đường Bế Văn Đàn, Phường Chính Gián, Quận Thanh Khê,",1
5.55,155.0,7.0,2.0,1.0,"Đường Trần Ngọc Sương, Phường Hòa Thọ Đông, Quận Cẩm Lệ,",1
5.0,97.0,4.0,3.0,2.0,"Đường Đỗ Bá, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
16.2,90.0,55.0,7.0,11.0,"Đường Lê Ninh, Phường An Hải Bắc, Quận Sơn Trà,",0
35.0,33.0,75.0,2.0,4.0,"Đường Phan Tôn, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
45.0,70.0,75.0,2.0,4.0,"Đường Phan Tôn, Phường Mỹ An, Quận Ngũ Hành Sơn,",0
17.8,0.0,75.0,2.0,4.0,"Đường Đặng Vũ Hỷ, Phường An Hải Đông, Quận Sơn Trà,",0
7.28,95.0,10.0,3.0,3.0,"Đường Trần Nguyên Đán, Phường Hòa Minh, Quận Liên Chiểu,",1
12.5,103.0,10.0,3.0,3.0,"Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu,",1
6.59,80.0,7.0,3.0,4.0,"Đường Phan Bôi, Phường An Hải Đông, Quận Sơn Trà,",1
3.59,75.0,4.0,2.0,3.0,"Đường Lê Cơ, Phường Hòa Cường Bắc, Quận Hải Châu,",0
2.9,137.0,6.0,1.0,2.0,"Đường Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu,",1
1.9,58.0,3.0,1.0,2.0,"Đường Phan Thanh, Phường Hải Châu I, Quận Hải Châu,",0
3.83,73.0,4.0,2.0,3.0,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
6.5,15.0,11.0,1.0,4.0,"Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Quận Liên Chiểu,",1
3.45,7.0,55.0,1.0,2.0,"Đường Dương Đức Hiền, Phường Hòa Khánh Nam, Quận Liên Chiểu,",1
2.1,40.0,3.0,2.0,3.0,"Đường Cù Chính Lan, Phường Hòa Khê, Quận Thanh Khê,",1
3.08,70.0,3.0,2.0,2.0,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",1
4.25,95.0,3.0,3.0,3.0,"Đường Phạm Nhữ Tăng, Phường Hòa Khê, Quận Thanh Khê,",1
6.6,79.0,55.0,3.0,3.0,"Đường Phan Bôi, Phường An Hải Đông, Quận Sơn Trà,",1
4.2,54.0,4.0,2.0,2.0,"Đường An Trung 16, Phường An Hải Tây, Quận Sơn Trà,",0
3.1,70.0,3.0,2.0,2.0,"Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà,",0
3.8,6.0,6.0,2.0,2.0,"Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn,",1
5.4,100.0,75.0,3.0,4.0,"Đường Hói Kiểng 7, Phường Hòa Quý, Quận Ngũ Hành Sơn,",0
9.7,100.0,6.0,2.0,3.0,"Đường Trần Tống, Phường Thạc Gián, Quận Thanh Khê,",0
6.2,70.0,55.0,4.0,4.0,"Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Quận Hải Châu,",0
8.8,16.0,55.0,2.0,4.0,"Đường Phạm Quang Ảnh, Phường An Hải Bắc, Quận Sơn Trà,",0
6.95,80.0,55.0,3.0,3.0,"Đường Tiên Sơn 8, Phường Hòa Cường Bắc, Quận Hải Châu,",0
18.0,100.0,20.0,2.0,3.0,"Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà,",1
3.45,7.0,55.0,2.0,2.0,"Đường Dương Đức Hiền, Phường Hòa Minh, Quận Liên Chiểu,",1
3.75,5.0,4.0,2.0,2.0,"Đường An Hải Bắc 8, Phường An Hải Bắc, Quận Sơn Trà,",1
5.1,77.0,55.0,3.0,3.0,"Đường Nguyễn Huy Tự, Phường Hòa Khánh Nam, Quận Liên Chiểu,",1
4.7,15.0,55.0,2.0,2.0,"Phường Thọ Quang, Quận Sơn Trà,",1
9.0,93.0,10.0,2.0,2.0,"Đường Tôn Đức Thắng, Phường Hòa Khánh Bắc, Quận Liên Chiểu,",1
5.2,90.0,75.0,1.0,2.0,"Đường Đặng Văn Ngữ, Phường Khuê Trung, Quận Cẩm Lệ,",1
3.05,70.0,3.0,1.0,2.0,"Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà,",1
3.1,70.0,3.0,2.0,2.0,"Đường Lê Hữu Trác, Phường An Hải Đông, Quận Sơn Trà,",1
5.3,71.0,7.0,3.0,4.0,"Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê,",1
4.7,6.0,55.0,2.0,3.0,"Đường Đinh Công Tráng, Phường Thuận Phước, Quận Hải Châu,",1
4.7,6.0,55.0,2.0,3.0,"Đường Đinh Công Tráng, Phường Thuận Phước, Quận Hải Châu,",1
5.6,88.0,75.0,3.0,3.0,"Đường Đỗ Đăng Tuyển, Phường Khuê Trung, Quận Cẩm Lệ,",1
7.0,44.0,10.0,3.0,3.0,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
13.8,138.0,10.0,2.0,3.0,"Đường Tiểu La, Phường Hòa Thuận Tây, Quận Hải Châu,",0
28.0,0.0,10.0,3.0,3.0,"Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu,",0
3.85,65.0,55.0,2.0,2.0,"Đường Tiên Sơn 4, Phường Hòa Cường Nam, Quận Hải Châu,",0
7.1,15.0,55.0,3.0,3.0,"Đường Nguyễn Khánh Toàn, Phường Hòa Cường Bắc, Quận Hải Châu,",0
3.0,50.0,4.0,3.0,3.0,"Đường Lê Đình Lý, Phường Hòa Thuận Tây, Quận Hải Châu,",1
9.3,135.0,55.0,3.0,3.0,"Đường Nguyễn Trác, Phường Hòa Cường, Quận Hải Châu,",0
17.5,4.0,7.0,1.0,4.0,"Đường Phạm Văn Nghị, Phường Thạc Gián, Quận Thanh Khê,",0
8.2,133.0,5.0,2.0,3.0,"Đường Thế Lữ, Phường An Hải Bắc, Quận Sơn Trà,",0
10.0,76.0,7.0,2.0,3.0,"Đường Phan Thanh, Phường Thạc Gián, Quận Thanh Khê,",0
