,area,price,num_of_stories,num_of_bedrooms,num_of_toilets
1279,60.0,,4,6.0,6.0
1280,106.0,3.83,,3.0,2.0
1281,42.0,4.85,1,1.0,1.0
1282,58.0,12.5,5,4.0,2.0
1283,250.0,14.8,,,
1284,129.0,9.2,5,13.0,14.0
1285,150.0,,,,
1286,116.0,6.25,3,3.0,4.0
1287,100.0,4.25,1,2.0,1.0
1288,75.0,7.6,2,2.0,
1289,81.0,7.0,3,3.0,3.0
1290,54.0,1.99,,,1.0
1291,120.0,11.5,3,5.0,5.0
1292,83.0,2.7,1,2.0,1.0
1293,90.0,6.6,1,4.0,4.0
1294,40.0,2.95,2,2.0,2.0
1295,180.0,44.0,6,8.0,10.0
1296,106.0,12.99,4,3.0,4.0
1297,197.0,,6,22.0,23.0
1298,300.0,,3,5.0,4.0
1299,125.0,5.9,3,,
1300,100.0,17.5,7,16.0,16.0
1301,166.0,28.0,6,18.0,18.0
1302,56.0,3.6,3,4.0,3.0
1303,85.0,5.2,2,2.0,2.0
1304,90.0,19.5,2,2.0,2.0
1305,125.0,6.5,2,4.0,2.0
1306,90.0,5.5,2,3.0,2.0
1307,67.5,9.5,2,3.0,2.0
1308,100.0,4.4,3,3.0,3.0
1309,550.0,52.0,,3.0,
1310,55.0,5.6,3,3.0,3.0
1311,70.0,6.0,3,3.0,3.0
1312,98.0,7.2,3,5.0,5.0
1313,99.0,9.0,2,3.0,3.0
1314,79.0,10.5,3,,
1315,100.0,6.35,4,5.0,5.0
1316,85.0,7.0,,2.0,2.0
1317,100.0,6.35,3,5.0,5.0
1318,155.0,10.9,3,,
1319,135.0,4.48,3,3.0,4.0
1320,120.0,8.0,,,
1321,95.0,7.69,3,3.0,3.0
1322,249.7,18.0,3,,
1323,98.0,16.5,3,3.0,3.0
1324,102.5,17.5,7,13.0,14.0
1325,73.0,7.6,2,2.0,2.0
1326,175.0,7.5,2,3.0,3.0
1327,87.0,8.5,5,10.0,12.0
1328,90.0,3.35,,,
1329,120.0,3.9,2,3.0,2.0
1330,98.0,7.8,3,4.0,4.0
1331,126.1,15.2,4,8.0,9.0
1332,45.0,4.58,3,3.0,3.0
1333,88.0,2.88,2,2.0,1.0
1334,100.0,9.5,4,5.0,5.0
1335,90.1,6.25,2,3.0,2.0
1336,490.0,26.5,2,2.0,2.0
1337,100.0,9.5,4,5.0,5.0
1338,106.0,,1,2.0,1.0
1339,125.0,21.5,6,9.0,8.0
1340,75.0,6.2,3,,
1341,36.0,3.1,4,5.0,4.0
1342,84.0,11.0,2,3.0,2.0
1343,85.0,6.8,4,4.0,4.0
1344,65.0,7.9,4,7.0,7.0
1345,159.0,9.8,1,1.0,1.0
1346,580.0,,,,
1347,90.0,15.8,7,13.0,13.0
1348,100.0,3.8,1,2.0,2.0
1349,85.0,6.6,3,4.0,4.0
1350,86.0,,3,3.0,3.0
1351,60.0,3.78,3,3.0,3.0
1352,85.0,14.3,3,3.0,2.0
1353,374.29,89.7,3,,
1354,85.5,6.35,3,3.0,
1355,90.0,6.5,3,4.0,4.0
1356,300.0,,4,5.0,6.0
1357,196.6,,6,22.0,22.0
1358,85.0,12.9,,,
1359,76.0,7.25,4,3.0,5.0
1360,289.0,75.0,5,,
1361,83.0,12.1,3,3.0,2.0
1362,150.0,10.0,2,3.0,3.0
1363,95.0,7.45,3,,
1364,60.0,,,,1.0
1365,80.0,8.4,5,9.0,10.0
1366,195.0,24.0,4,5.0,6.0
1367,108.0,15.336,3,5.0,6.0
1368,105.0,12.6,2,3.0,2.0
1369,250.0,,3,3.0,4.0
1370,133.0,6.5,2,2.0,3.0
1371,144.0,16.0,2,3.0,3.0
1372,42.0,4.2,4,4.0,3.0
1373,100.0,3.95,,3.0,2.0
1374,108.0,4.9,3,,
1375,252.5,29.0,3,3.0,4.0
1376,115.0,,5,,
1377,101.0,5.09,1,4.0,2.0
1378,87.0,18.0,4,4.0,4.0
1379,105.0,3.2,,3.0,3.0
1380,150.0,16.5,3,5.0,
1381,290.0,23.0,,,
1382,81.0,15.9,6,,
1383,90.0,4.5,2,4.0,2.0
1384,70.0,6.2,4,4.0,5.0
1385,100.0,4.8,2,2.0,1.0
1386,623.0,,,3.0,2.0
1387,105.0,12.5,3,,
1388,100.0,,2,,
1389,80.0,7.55,2,3.0,2.0
1390,52.0,6.0,5,5.0,3.0
1391,170.0,27.5,,,
1392,80.0,6.0,,,
1393,103.0,15.0,3,,
1394,120.0,13.5,1,2.0,1.0
1395,97.6,16.4,2,3.0,2.0
1396,107.5,4.2,,,
1397,100.0,26.0,6,,
1398,110.0,5.99,4,4.0,4.0
1399,50.0,2.2,,,
1400,80.0,8.9,3,3.0,4.0
1401,160.0,16.0,2,4.0,
1402,120.0,,4,5.0,5.0
1403,234.0,14.04,2,10.0,10.0
1404,150.0,22.5,3,,
1405,100.0,4.0,3,3.0,3.0
1406,82.5,3.6,2,,
1407,100.0,4.5,3,3.0,3.0
1408,96.0,,,,
1409,170.0,27.5,4,,
1410,95.0,6.4,3,5.0,5.0
1411,100.0,7.9,2,4.0,3.0
1412,100.0,4.5,2,3.0,3.0
1413,108.0,15.9,3,6.0,7.0
1414,170.0,,,,
1415,111.1,19.1,6,15.0,6.0
1416,75.0,7.59,2,3.0,2.0
1417,176.0,14.0,5,16.0,17.0
1418,105.0,,3,3.0,3.0
1419,60.8,5.0,3,3.0,3.0
1420,110.0,8.5,3,4.0,3.0
1421,450.0,20.0,2,1.0,1.0
1422,590.0,25.0,2,4.0,4.0
1423,50.0,4.15,3,3.0,3.0
1424,121.0,4.6,1,3.0,3.0
1425,133.0,13.5,4,19.0,19.0
1426,732.9,35.179199999999994,2,4.0,4.0
1427,300.0,,3,4.0,5.0
1428,70.0,4.9,2,3.0,3.0
1429,100.0,,3,5.0,6.0
1430,108.0,11.5,3,4.0,5.0
1431,123.0,,2,4.0,5.0
1432,100.0,,3,4.0,4.0
1433,90.0,,3,5.0,5.0
1434,125.0,18.5,5,11.0,11.0
1435,52.0,3.05,2,3.0,2.0
1436,105.0,8.2,3,4.0,4.0
1437,300.0,,3,4.0,4.0
1438,300.0,,3,4.0,4.0
1439,300.0,,3,4.0,4.0
1440,139.0,18.0,,,
1441,118.9,21.0,,,
1442,82.5,6.1,3,3.0,2.0
1443,80.0,,3,3.0,6.0
1444,124.1,5.7086,2,11.0,11.0
1445,104.0,7.9,3,4.0,3.0
1446,81.0,15.876,6,12.0,12.0
1447,99.0,9.8,,,
1448,76.0,7.25,4,3.0,5.0
1449,70.0,3.9,2,2.0,2.0
1450,108.0,18.5,3,8.0,6.0
1451,900.0,250.0,,,
1452,36.0,2.8,3,5.0,3.0
1453,108.0,8.0,4,,
1454,105.0,29.0,4,4.0,5.0
1455,56.0,4.15,3,3.0,4.0
1456,700.0,200.0,,,
1457,770.0,270.0,19,,
1458,58.0,4.0,2,2.0,2.0
1459,800.0,,19,,
1460,67.0,4.1,2,,
1461,60.0,,3,6.0,6.0
1462,96.3,20.0,,,
1463,100.0,8.0,3,3.0,3.0
1464,30.0,2.25,2,2.0,2.0
1465,105.0,22.5,8,15.0,15.0
1466,81.0,11.5,4,4.0,4.0
1467,200.0,7.5,3,4.0,3.0
1468,108.0,32.0,,,
1469,103.5,7.7,,,
1470,99.58,8.7,2,3.0,3.0
1471,49.0,5.1,3,4.0,3.0
1472,133.0,,3,3.0,
1473,50.0,8.3,4,3.0,4.0
1474,79.7,7.5,2,2.0,2.0
1475,204.0,23.0,3,4.0,4.0
1476,150.0,16.5,3,5.0,5.0
1477,90.0,5.3,3,3.0,3.0
1478,133.3,6.5,2,3.0,3.0
1479,80.0,4.95,3,3.0,3.0
1480,70.0,6.45,2,2.0,2.0
1481,163.8,13.5,3,3.0,3.0
1482,150.0,10.1,3,7.0,4.0
1483,137.0,5.5,3,4.0,5.0
1484,114.0,10.0,3,3.0,3.0
1485,112.5,18.5,6,21.0,22.0
1486,180.0,21.5,3,4.0,3.0
1487,162.0,60.0,10,26.0,26.0
1488,164.0,25.0,6,15.0,16.0
1489,82.0,6.8,3,,
1490,100.0,5.6,3,4.0,3.0
1491,88.0,,2,3.0,2.0
1492,104.0,9.5,1,3.0,2.0
1493,108.0,15.0,5,6.0,5.0
1494,52.0,2.05,1,2.0,1.0
1495,80.0,16.0,5,9.0,10.0
1496,100.0,4.65,2,3.0,2.0
1497,101.0,10.8,2,3.0,3.0
1498,116.0,6.5,,3.0,2.0
1499,62.5,3.65,,2.0,2.0
1500,56.0,4.15,3,3.0,4.0
1501,50.0,3.55,3,3.0,3.0
1502,77.0,4.95,2,3.0,2.0
1503,122.0,41.0,10,28.0,
1504,100.0,4.7,3,3.0,3.0
1505,130.5,3.9,,2.0,
1506,93.0,8.5,2,3.0,2.0
1507,250.0,37.0,3,,
1508,250.0,,3,,
1509,250.0,35.0,,,
1510,95.0,7.0,3,4.0,3.0
1511,55.0,2.6,2,2.0,2.0
1512,123.0,11.0,2,3.0,3.0
1513,80.0,9.9,4,4.0,4.0
1514,56.6,4.98,3,5.0,5.0
1515,98.0,20.0,7,14.0,14.0
1516,106.0,3.9,3,3.0,4.0
1517,92.0,6.0,1,3.0,2.0
1518,75.0,3.05,1,3.0,3.0
1519,50.4,3.6,3,3.0,3.0
1520,114.0,10.8,3,,
1521,125.0,4.65,2,3.0,2.0
1522,300.0,17.4,,,
1523,90.0,3.39,2,3.0,3.0
1524,100.0,4.5,2,3.0,2.0
1525,90.0,15.8,7,13.0,13.0
1526,85.0,,2,3.0,2.0
1527,100.0,8.0,3,4.0,4.0
1528,115.0,6.9,3,5.0,
1529,70.0,7.0,3,3.0,3.0
1530,48.0,5.0,5,,
1531,66.0,2.65,2,2.0,2.0
1532,100.0,6.2,2,2.0,2.0
1533,80.0,8.5,4,6.0,5.0
1534,70.0,8.5,2,3.0,2.0
1535,300.0,46.0,3,,
1536,150.6,16.5,,,
1537,100.0,5.5,3,3.0,3.0
1538,98.0,20.0,7,14.0,16.0
1539,280.0,2.95,2,3.0,2.0
1540,100.0,8.0,3,3.0,4.0
1541,85.3,14.2,3,4.0,4.0
1542,125.0,16.2,4,10.0,10.0
1543,95.0,7.7,3,3.0,3.0
1544,76.0,7.25,4,5.0,5.0
1545,536.0,23.5,,,
1546,100.0,6.6,3,4.0,3.0
1547,90.0,4.6,2,3.0,2.0
1548,91.0,,2,,
1549,108.0,4.0,,,
1550,85.1,12.0,3,4.0,4.0
1551,90.0,15.8,8,13.0,13.0
1552,108.0,5.0,,,
1553,90.0,4.1,,2.0,2.0
1554,56.0,4.6,3,3.0,3.0
1555,120.0,11.6,4,6.0,9.0
1556,81.0,6.05,3,3.0,3.0
1557,44.0,1.97,2,2.0,2.0
1558,96.0,5.8,2,3.0,2.0
1559,95.0,7.7,3,3.0,3.0
1560,122.0,3.5,1,4.0,2.0
1561,108.0,4.8,4,3.0,3.0
1562,100.0,7.8,4,7.0,4.0
1563,81.0,11.9,3,5.0,3.0
1564,100.0,6.2,3,3.0,4.0
1565,68.0,5.6,3,4.0,5.0
1566,73.0,7.55,2,3.0,2.0
1567,100.0,7.8,4,7.0,4.0
1568,91.0,13.0,5,7.0,7.0
1569,122.0,15.5,2,2.0,2.0
1570,104.0,8.8,2,3.0,3.0
1571,138.0,13.79,2,4.0,3.0
1572,103.0,15.5,3,4.0,3.0
1573,122.0,15.5,2,3.0,2.0
1574,110.0,8.49,3,3.0,3.0
1575,370.0,28.0,4,8.0,5.0
1576,100.0,6.5,3,4.0,4.0
1577,100.0,5.9,3,4.0,4.0
1578,300.0,28.8,3,5.0,4.0
1579,513.0,26.0,2,2.0,2.0
1580,513.0,26.3,2,2.0,2.0
1581,106.0,7.7,3,4.0,3.0
1582,100.0,12.0,3,4.0,4.0
1583,100.0,2.95,1,2.0,1.0
1584,77.0,13.5,6,,
1585,90.0,15.8,7,13.0,13.0
1586,50.0,,,,
1587,51.5,2.9,2,2.0,2.0
1588,250.0,,,,
1589,108.0,16.5,,3.0,3.0
1590,300.0,,3,3.0,3.0
1591,300.0,,3,3.0,3.0
1592,300.0,,3,3.0,3.0
1593,300.0,,3,3.0,3.0
1594,62.4,2.69,,,1.0
1595,125.0,12.5,4,7.0,4.0
1596,260.0,,,,
1597,525.0,,1,1.0,1.0
1598,55.0,3.0,2,2.0,
1599,126.0,3.0,2,4.0,2.0
1600,51.0,3.0,2,3.0,
1601,350.0,20.5,2,3.0,4.0
1602,95.0,6.5,4,5.0,5.0
1603,155.4,7.0,2,,
1604,118.9,21.0,,,
1605,350.0,20.0,,3.0,
1606,131.2,20.0,8,,
1607,100.0,10.8,,,
1608,93.0,9.5,4,,
1609,45.0,2.05,2,3.0,2.0
1610,106.0,4.75,3,4.0,4.0
1611,111.0,19.5,,,
1612,100.0,11.7,,,
1613,90.0,15.8,,,
1614,43.0,3.33,4,3.0,
1615,30.0,1.75,2,1.0,
1616,45.0,2.69,2,2.0,2.0
1617,70.0,2.89,,3.0,3.0
1618,300.0,,,,
1619,108.0,16.52,3,8.0,5.0
1620,55.0,3.25,1,2.0,1.0
1621,50.0,,3,,
1622,90.0,15.8,,13.0,14.0
1623,90.0,8.1,3,3.0,4.0
1624,90.0,4.45,2,3.0,3.0
1625,278.0,18.0,2,3.0,4.0
1626,54.8,7.0,3,3.0,3.0
1627,68.0,3.35,2,3.0,2.0
1628,125.0,20.0,5,5.0,
1629,102.5,8.0,2,3.0,3.0
1630,100.0,13.0,5,12.0,13.0
1631,250.0,46.0,9,18.0,10.0
1632,230.0,125.0,15,70.0,71.0
1633,95.0,6.4,4,5.0,
1634,200.0,,3,4.0,4.0
1635,95.0,9.1,5,3.0,5.0
1636,90.0,4.6,2,3.0,2.0
1637,100.0,4.6,2,3.0,3.0
1638,95.0,7.5,3,3.0,4.0
1639,116.0,,,,
1640,116.0,,,,
1641,160.0,6.0,2,5.0,3.0
1642,210.0,54.0,,,
1643,100.0,,2,3.0,
1644,95.0,6.5,4,5.0,5.0
1645,56.0,3.4,1,2.0,2.0
1646,450.0,,,4.0,
1647,100.0,5.2,1,2.0,1.0
1648,80.0,,,,
1649,125.0,,3,,
1650,100.0,2.8,,2.0,1.0
1651,80.0,7.95,3,4.0,3.0
1652,75.0,4.5,3,5.0,3.0
1653,500.0,13.0,,,
1654,55.0,3.25,1,2.0,1.0
1655,65.0,3.25,2,2.0,2.0
1656,112.5,7.2,3,3.0,4.0
1657,100.0,4.65,2,4.0,4.0
1658,586.0,150.0,4,4.0,4.0
1659,110.0,14.0,3,3.0,3.0
1660,72.0,13.9,4,6.0,8.0
1661,65.0,3.25,2,2.0,2.0
1662,108.0,32.0,5,,
1663,111.0,23.0,,,
1664,93.3,9.2,3,4.0,3.0
1665,68.0,2.45,3,3.0,2.0
1666,111.0,,6,12.0,12.0
1667,130.0,5.1,3,3.0,4.0
1668,111.0,,6,12.0,12.0
1669,130.0,5.1,3,3.0,4.0
1670,170.0,26.5,4,,
1671,56.0,3.39,1,2.0,1.0
1672,222.7,45.0,,,
1673,111.0,19.1,6,,
1674,277.6,,2,3.0,4.0
1675,105.0,18.5,5,5.0,5.0
1676,139.7,14.8,2,,
1677,56.0,5.6,1,,
1678,100.0,34.0,9,,
1679,159.0,19.0,4,4.0,5.0
1680,82.0,12.5,2,2.0,2.0
1681,275.7,28.0,4,5.0,6.0
1682,120.0,12.0,4,,
1683,300.0,23.0,,,
1684,102.0,,6,,
1685,350.0,20.0,3,5.0,3.0
1686,460.0,19.0,3,4.0,6.0
1687,100.0,4.5,2,3.0,2.0
1688,322.0,39.0,,3.0,3.0
1689,500.0,,3,3.0,6.0
1690,270.0,155.0,18,,
1691,110.0,4.8,3,5.0,4.0
1692,52.0,4.65,3,3.0,
1693,135.0,14.5,2,4.0,4.0
1694,623.0,,2,3.0,4.0
1695,160.0,23.5,3,3.0,4.0
1696,113.0,,5,8.0,9.0
1697,537.0,18.5,1,1.0,1.0
1698,100.0,26.0,3,3.0,3.0
1699,120.0,12.1,4,5.0,5.0
1700,250.0,32.0,3,4.0,4.0
1701,106.2,13.0,4,4.0,4.0
1702,49.0,2.99,3,3.0,3.0
1703,160.0,13.5,2,4.0,3.0
1704,52.0,2.236,,,1.0
1705,100.0,3.05,2,3.0,2.0
1706,125.0,4.3,2,3.0,2.0
1707,100.0,4.15,3,3.0,3.0
1708,45.0,2.69,,2.0,2.0
1709,75.0,2.55,,3.0,
1710,272.0,65.0,10,33.0,33.0
1711,100.0,,4,4.0,4.0
1712,75.0,4.4,,,
1713,100.0,,5,12.0,
1714,300.0,32.0,,4.0,
1715,100.0,,3,4.0,
1716,200.0,7.5,3,4.0,3.0
1717,127.5,10.5,,,
1718,100.0,5.6,2,4.0,2.0
1719,125.0,4.65,2,3.0,2.0
1720,350.0,20.5,1,3.0,4.0
1721,100.0,4.5,2,3.0,3.0
1722,80.0,4.9,3,3.0,4.0
1723,120.0,16.5,4,5.0,6.0
1724,112.0,18.3,6,19.0,20.0
1725,45.0,,3,3.0,3.0
1726,117.0,10.5,2,4.0,3.0
1727,36.0,2.98,3,5.0,3.0
1728,50.0,6.75,4,4.0,5.0
1729,140.0,13.0,4,,
1730,50.0,4.1,4,3.0,3.0
1731,162.0,8.55,,3.0,2.0
1732,270.0,62.0,9,,
1733,92.0,4.6,1,2.0,2.0
1734,52.0,4.65,3,3.0,3.0
1735,99.0,,,,
1736,122.0,15.0,3,,
1737,108.0,16.2,3,5.0,
1738,56.0,4.4,3,4.0,3.0
1739,51.0,4.3,4,4.0,4.0
1740,255.0,,,,
1741,99.0,,,,
1742,900.0,,25,,
1743,180.0,20.5,5,5.0,5.0
1744,64.0,6.3,1,2.0,2.0
1745,75.0,5.5,3,4.0,3.0
1746,76.5,27.0,4,6.0,7.0
1747,180.0,,,,
1748,97.3,11.0,2,3.0,2.0
1749,131.0,20.5,8,18.0,20.0
1750,125.0,23.0,3,2.0,2.0
1751,99.0,11.0,3,4.0,3.0
1752,115.0,24.5,3,4.0,4.0
1753,187.0,14.0,3,6.0,6.0
1754,100.0,8.8,3,10.0,10.0
1755,81.0,14.0,5,11.0,
1756,240.0,53.0,8,,
1757,90.0,17.9,7,16.0,18.0
1758,119.0,11.0,,,
1759,49.0,5.1,3,4.0,3.0
1760,175.0,6.69,2,5.0,5.0
1761,350.0,20.5,,3.0,
1762,128.0,19.2,3,4.0,3.0
1763,76.0,7.25,4,3.0,5.0
1764,85.0,5.75,4,4.0,6.0
1765,95.0,9.8,3,4.0,4.0
1766,170.0,8.8,3,4.0,4.0
1767,81.2,4.35,3,3.0,2.0
1768,105.0,6.3,3,4.0,5.0
1769,118.0,6.8,4,5.0,5.0
1770,100.0,5.9,3,3.0,3.0
1771,136.0,15.6,3,6.0,4.0
1772,100.0,6.8,2,3.0,3.0
1773,108.0,43.2,5,,
1774,110.0,12.9,1,1.0,1.0
1775,116.0,6.25,3,3.0,4.0
1776,112.5,,3,4.0,4.0
1777,100.0,7.9,3,3.0,3.0
1778,144.0,17.0,2,3.0,3.0
1779,414.0,125.0,3,,
1780,122.0,9.7,,,
1781,60.0,10.5,4,7.0,7.0
1782,90.0,7.2,2,4.0,2.0
1783,195.0,26.0,6,18.0,19.0
1784,79.6,6.0,2,3.0,2.0
1785,84.0,2.75,1,3.0,2.0
1786,43.0,2.65,2,2.0,2.0
1787,65.0,2.4,2,3.0,2.0
1788,37.0,2.2,1,2.0,2.0
1789,73.0,2.7,1,3.0,2.0
1790,114.5,9.5,3,3.0,3.0
1791,100.0,8.0,3,3.0,3.0
1792,216.0,17.0,4,20.0,20.0
1793,65.0,3.15,1,2.0,2.0
1794,99.0,7.0,4,,
1795,173.0,4.35,2,4.0,3.0
1796,100.0,7.2,3,3.0,3.0
1797,176.0,36.5,3,,
1798,448.0,,2,,
1799,100.0,7.9,2,4.0,3.0
1800,180.0,40.0,6,8.0,8.0
1801,90.0,3.95,2,3.0,3.0
1802,90.0,7.2,3,3.0,3.0
1803,43.0,3.43,4,2.0,3.0
1804,49.0,3.0,2,3.0,2.0
1805,70.0,4.55,3,4.0,3.0
1806,129.0,3.25,2,4.0,2.0
1807,85.0,4.45,2,3.0,2.0
1808,90.0,4.5,2,3.0,2.0
1809,36.0,3.35,2,2.0,2.0
1810,70.0,10.0,5,5.0,5.0
1811,44.0,9.35,2,2.0,2.0
1812,120.0,7.8,2,3.0,2.0
1813,70.0,3.28,1,2.0,1.0
1814,81.0,24.5,8,,
1815,350.0,20.5,2,3.0,3.0
1816,293.0,23.0,5,,
1817,552.0,25.0,,2.0,
1818,600.0,,2,3.0,
1819,211.0,59.0,4,4.0,4.0
1820,100.0,8.0,3,6.0,6.0
1821,100.0,8.0,4,6.0,6.0
1822,72.0,4.8,3,3.0,3.0
1823,120.1,,,,
1824,56.0,5.7,2,3.0,3.0
1825,120.0,12.5,4,3.0,3.0
1826,120.0,12.5,4,4.0,4.0
1827,73.0,9.0,3,4.0,4.0
1828,120.0,11.9,,,
1829,360.0,12.5,,2.0,
1830,90.0,4.6,2,3.0,2.0
1831,125.0,16.0,3,5.0,
1832,90.0,5.49,4,4.0,3.0
1833,108.0,5.05,2,2.0,2.0
1834,108.0,5.7,4,4.0,4.0
1835,450.0,112.5,1,1.0,1.0
1836,50.0,3.4,3,3.0,4.0
1837,90.0,8.0,,3.0,3.0
1838,98.0,19.5,7,14.0,14.0
1839,79.0,5.65,3,4.0,3.0
1840,158.0,13.8,3,10.0,10.0
1841,85.0,20.0,8,14.0,14.0
1842,91.0,,6,14.0,14.0
1843,95.0,5.3,2,3.0,3.0
1844,55.0,3.4,1,2.0,1.0
1845,50.0,9.5,4,3.0,4.0
1846,81.0,5.95,3,3.0,3.0
1847,80.0,6.59,4,4.0,4.0
1848,250.0,17.9,3,4.0,5.0
1849,102.6,3.5,1,2.0,1.0
1850,85.0,,8,15.0,15.0
1851,95.0,5.5,3,3.0,3.0
1852,67.5,6.98,3,4.0,4.0
1853,82.0,,4,,
1854,108.0,16.2,,,
1855,112.5,6.7,3,3.0,3.0
1856,90.0,12.8,3,5.0,4.0
1857,120.0,18.49,3,3.0,2.0
1858,160.0,10.5,4,10.0,10.0
1859,1250.0,135.0,3,,
1860,70.0,9.5,4,5.0,5.0
1861,65.5,7.9,3,4.0,3.0
1862,77.0,1.85,1,2.0,1.0
1863,220.0,27.5,4,5.0,5.0
1864,152.0,28.5,3,4.0,4.0
1865,80.0,2.39,1,2.0,1.0
1866,50.6,3.0,2,3.0,2.0
1867,87.0,12.7,7,8.0,8.0
1868,95.0,6.2,3,2.0,2.0
1869,118.0,6.5,3,4.0,4.0
1870,75.0,4.4,3,3.0,
1871,270.0,24.0,2,4.0,
1872,181.6,16.8,3,5.0,4.0
1873,288.0,22.0,,4.0,5.0
1874,109.0,,,,
1875,112.0,7.5,3,3.0,4.0
1876,100.0,4.15,3,,
1877,100.0,7.2,3,3.0,4.0
1878,120.0,7.2,3,3.0,4.0
1879,227.0,139.0,15,70.0,
1880,105.0,8.2,3,,
1881,204.0,17.5,,,
1882,83.0,30.0,3,,
1883,83.0,30.0,3,,
1884,79.0,6.6,3,3.0,
1885,618.0,71.0,5,,
1886,160.0,9.85,3,6.0,6.0
1887,95.0,6.2,3,4.0,3.0
1888,315.0,21.0,3,5.0,5.0
1889,67.0,2.85,2,2.0,2.0
1890,150.0,,,,
1891,110.0,13.5,5,12.0,
1892,137.0,5.1,2,10.0,10.0
1893,93.0,5.75,2,,
1894,131.2,20.0,8,20.0,20.0
1895,100.0,5.9,3,3.0,3.0
1896,100.0,4.35,2,3.0,2.0
1897,168.0,15.0,5,15.0,15.0
1898,112.5,7.5,2,3.0,4.0
1899,500.0,,,5.0,3.0
1900,252.0,,,,
1901,78.4,18.5,4,4.0,3.0
1902,95.0,13.5,3,4.0,4.0
1903,90.0,,4,6.0,7.0
1904,100.0,5.7,1,2.0,1.0
1905,120.0,13.0,3,4.0,4.0
1906,93.6,8.0,3,6.0,3.0
1907,200.0,12.5,3,4.0,5.0
1908,95.5,8.5,3,4.0,4.0
1909,120.0,,4,5.0,5.0
1910,250.0,14.8,,,
1911,240.0,52.0,8,18.0,19.0
1912,92.0,,1,2.0,1.0
1913,100.0,2.7,2,3.0,2.0
1914,120.0,7.5,2,3.0,3.0
1915,183.0,12.0,3,4.0,4.0
1916,100.0,5.9,3,3.0,3.0
1917,120.0,12.0,4,4.0,5.0
1918,105.0,8.2,3,4.0,4.0
1919,300.0,,,,
1920,180.0,,6,,
1921,427.0,12.0,3,5.0,
1922,100.0,6.89,3,6.0,4.0
1923,159.0,7.5,1,2.0,2.0
1924,79.0,6.8,4,4.0,4.0
1925,590.0,,3,5.0,4.0
1926,100.0,7.6,3,3.0,2.0
1927,120.0,16.5,5,9.0,9.0
1928,124.0,7.31,3,3.0,5.0
1929,90.0,31.0,,,
1930,93.0,9.3,2,3.0,4.0
1931,200.0,7.5,3,4.0,3.0
1932,133.0,6.5,2,2.0,3.0
1933,200.0,15.8,2,3.0,3.0
1934,300.0,,2,4.0,
1935,56.0,4.6,3,3.0,4.0
1936,729.5,,2,4.0,4.0
1937,95.0,6.4,4,5.0,5.0
1938,100.0,8.2,3,3.0,3.0
1939,100.0,8.0,3,3.0,3.0
1940,370.0,28.0,4,8.0,5.0
1941,90.5,6.8,2,4.0,4.0
1942,100.0,7.5,3,3.0,4.0
1943,182.0,12.5,2,3.0,4.0
1944,120.0,,4,4.0,5.0
1945,120.0,15.5,4,5.0,4.0
1946,72.4,4.95,3,4.0,4.0
1947,500.0,42.0,3,5.0,6.0
1948,200.0,5.98,3,4.0,4.0
1949,71.0,10.0,4,2.0,2.0
1950,200.0,25.0,3,4.0,5.0
1951,100.0,5.9,3,3.0,4.0
1952,60.0,3.5,,,
1953,100.0,6.3,2,3.0,4.0
1954,90.0,3.65,3,3.0,3.0
1955,375.0,87.0,,60.0,
1956,183.0,12.0,3,3.0,4.0
1957,60.0,8.3,4,3.0,4.0
1958,70.0,9.5,4,5.0,5.0
1959,120.0,14.0,4,11.0,11.0
1960,730.0,39.5,,,
1961,80.0,5.6,3,3.0,3.0
1962,100.0,2.83,,1.0,1.0
1963,80.0,5.1,3,3.0,2.0
1964,100.0,7.0,3,3.0,4.0
1965,100.0,6.75,3,4.0,4.0
1966,255.0,,,,
1967,95.0,4.9,2,3.0,3.0
1968,499.4,200.0,12,100.0,100.0
1969,180.0,14.5,2,4.0,4.0
1970,61.0,3.9,3,3.0,3.0
1971,480.0,25.7,2,2.0,2.0
1972,390.0,58.5,2,5.0,5.0
1973,300.0,21.0,3,4.0,5.0
1974,135.0,14.8,2,4.0,4.0
1975,161.0,19.32,3,3.0,3.0
1976,52.0,12.5,2,3.0,3.0
1977,600.0,15.7,,,
1978,620.0,15.5,,3.0,3.0
1979,125.0,3.65,2,4.0,2.0
1980,100.0,4.2,3,,
1981,85.0,5.5,3,3.0,3.0
1982,61.0,5.0,3,,
1983,112.5,21.0,6,,
1984,123.2,17.4,2,3.0,2.0
1985,200.0,25.0,5,,
1986,108.0,32.0,5,,
1987,212.0,11.9,1,1.0,1.0
1988,112.5,6.7,3,3.0,4.0
1989,82.0,7.5,3,3.0,3.0
1990,90.0,21.5,4,7.0,8.0
1991,85.0,14.5,4,4.0,4.0
1992,112.5,18.5,6,21.0,21.0
1993,76.0,7.2,4,3.0,5.0
1994,607.0,,2,3.0,3.0
1995,48.0,2.35,3,5.0,3.0
1996,278.0,18.5,2,3.0,3.0
1997,40.0,2.5,1,1.0,1.0
1998,81.0,3.1,1,1.0,1.0
1999,100.0,8.0,3,3.0,3.0
2000,112.5,7.5,3,3.0,3.0
2001,165.0,10.5,4,11.0,11.0
2002,130.0,17.0,1,1.0,1.0
2003,127.0,12.3,3,5.0,5.0
2004,85.0,7.6,3,3.0,4.0
2005,103.0,15.5,3,,
